Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months,Weather Condition,Severity Group,Crash Counterpart Group
30610-11587,"Zoox, Inc.",2025-08-01,2025-08-01,Spring Valley,NV,Street,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight,11,ADS,Verified Engaged,Yes,"An unoccupied Zoox autonomous vehicle was traveling west along [XXX] toward [XXX] in Las Vegas when a tractor-trailer (Vehicle 2) operator failed to yield the right-of-way, failed to stop at a stop sign, and quickly pulled out of a driveway crossing the centerline and entering the Zoox vehicle's travel lane in an apparent attempt to make a left turn onto westbound [XXX]. The Zoox vehicle braked hard and steered right within its travel lane, but contact was unavoidable. The right corner of the front bumper and grille of the tractor-trailer made contact with the left front side of the Zoox vehicle. The Zoox vehicle then came to a complete stop. The operator of Vehicle 2 reversed off the roadway and stayed on-site to exchange information with the Zoox operations team. The Zoox vehicle was towed from the scene for inspection and was found to have sustained moderate damage. The front bumper, hood, and grille on Vehicle 2 appeared to be damaged. There were no reported injuries, and the police were not called.",2025,8,August,3,0,Clear,No Injury,Commercial Vehicle
30270-11571,Waymo LLC,2025-08-01,2025-08-01,Phoenix,AZ,Street,"Other, see Narrative",Property Damage. No Injured Reported,Proceeding Straight,9,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 10:48 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona traveled through standing water on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on [XXX] when it approached standing water in the Waymo AV's lane of travel. As the Waymo AV traveled through the standing water, the front, rear, and bottom of the Waymo AV made contact with the standing water. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Rain,No Injury,Other / Unknown
30270-11543,Waymo LLC,2025-08-01,2025-08-01,Los Angeles,CA,Street,SUV,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 6:37 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Venice, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was parked partially in-lane at the curb facing southeast on [XXX] at [XXX] for a passenger pickup with its hazard lights activated. While the Waymo AV remained parked, an SUV traveling southeastbound on [XXX] passed the Waymo AV on the left and the front right side of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Passenger Vehicle
30270-11544,Waymo LLC,2025-08-01,2025-08-01,Los Angeles,CA,Intersection,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,7,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 12:43 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling westbound in the rightmost lane on [XXX] when it began to slow as it approached a red light at the intersection at [XXX]. A passenger car that was traveling westbound in the adjacent lane proceeded to change lanes and approached the Waymo AV and a stopped SUV in the adjacent lane from behind as it was traveling in between lanes. The front right of the passenger car made contact with the rear left of the Waymo, and the left of the passenger car also made contact with the right of the stopped SUV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV, the passenger car, and the SUV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Passenger Vehicle
30270-11545,Waymo LLC,2025-08-01,2025-08-01,Phoenix,AZ,Intersection,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,15,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 5:11 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX] at the frontage road following the off-ramp exit of Interstate [XXX]. 
The Waymo AV was traveling westbound on [XXX] and proceeding into the intersection with the frontage road off-ramp of Interstate [XXX] on a green light. As the Waymo AV began to enter the intersection, a passenger car traveling southbound on the frontage road off-ramp of Interstate [XXX] proceeded through the intersection without stopping at the red light. The Waymo AV applied hard braking and the front of the Waymo AV made contact with the left side of the passenger car. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Passenger Vehicle
30270-11547,Waymo LLC,2025-08-01,2025-08-01,Culver City,CA,Street,Heavy Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 9:21 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was stopped facing northwest on [XXX], yielding to a garbage truck traveling southeast in a narrow roadway with parked vehicles on both sides of the street.  As the garbage truck passed the stopped Waymo AV, the left side of the garbage truck made contact with the rear left side of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Commercial Vehicle
30610-11563,"Zoox, Inc.",2025-08-01,2025-08-01,San Francisco,CA,Street,Pickup Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"An unoccupied Zoox autonomous vehicle was stopped at a green traffic light on eastbound [XXX], waiting for traffic ahead to clear to turn left onto [XXX] in San Francisco. A pickup truck (Vehicle 2) was also stopped for the same traffic light, directly behind the Zoox vehicle. After the light turned yellow, the Vehicle 2 driver passed the stopped Zoox vehicle on the left side, striking the left rear fender, and proceeded through the red light. The Vehicle 2 driver did not stop to exchange information. Shortly afterward, the Zoox vehicle turned left onto [XXX] to clear the scene, briefly stopped again, and then pulled over. The Zoox vehicle was then towed for inspection. It sustained minor damage. There were no reported injuries and the police were not called.",2025,8,August,3,0,Clear,No Injury,Passenger Vehicle
30270-11546,Waymo LLC,2025-08-01,2025-08-01,Phoenix,AZ,Street,Other Fixed Object,Property Damage. No Injured Reported,Proceeding Straight,29,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 8:14 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a fallen utility line on [XXX] near [XXX]. 
The Waymo AV was traveling westbound in the right lane on [XXX] when the front of the Waymo AV made contact with a fallen utility line hanging in the travel lane. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Rain,No Injury,Fixed Infrastructure
30270-11525,Waymo LLC,2025-08-01,2025-08-01,Phoenix,AZ,Street,Heavy Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 2:53 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a heavy truck at the entrance of a parking lot located at [XXX]. 
The Waymo AV was traveling eastbound on [XXX] in the right lane preparing for a right turn into a parking lot at [XXX], and a heavy truck was traveling eastbound in the left adjacent lane. As the vehicles were traveling side-by-side and approaching the parking lot entrance, the heavy truck activated its right turn signal and then the Waymo AV activated its right turn signal. As the heavy truck proceeded to make a right turn into the parking lot from the left lane and crossed into the Waymo AV's lane of travel, the Waymo AV slowed to a stop to yield to the heavy truck. The heavy truck continued to turn right into the parking lot and the right side of the heavy truck made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Commercial Vehicle
30270-11518,Waymo LLC,2025-08-01,2025-08-01,Miami,FL,Parking Lot,Other Fixed Object,Property Damage. No Injured Reported,Proceeding Straight,9,ADS,Verified Not Engaged,Yes,"On August [XXX], 2025 at 4:41 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Miami, Florida was in a collision involving the exterior wall of a gas station store at [XXX]. 
The Waymo AV was traveling westbound in autonomous mode on [XXX] when the Waymo AV test driver transitioned to manual mode near [XXX]. The test driver continued westbound on [XXX] and made a right turn at the intersection with [XXX] and then a left turn into the [XXX] at [XXX]. The test driver traveled westbound within the gas station and then made a right turn towards a parking stall in front of the gas station store. As the test driver was about to complete the parking maneuver, they accelerated forward towards the exterior wall of the gas station store and the front of the Waymo AV made contact with the cement bumper and pillars in front of the gas station store and the exterior wall of the store. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV, the pillar, and the exterior wall sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Fixed Infrastructure
30270-11508,Waymo LLC,2025-08-01,2025-08-01,Los Angeles,CA,Street,Pickup Truck,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On August [XXX], 2025 at 11:21 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was stopped in-lane facing west on [XXX] for a passenger pick-up with hazard lights activated. A pickup truck hauling a flatbed trailer was traveling northbound on [XXX] and made a right turn onto eastbound [XXX]. As the pickup truck completed the turn and proceeded to pass the Waymo AV, the left side of the pickup truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,0,Clear,No Injury,Passenger Vehicle
